1
10000 100000
8501 7019 5331
315 445 3734
7336 4231 5613
8999 4132 4483
5699 7673 2543
8832 4138 8785
4776 9500 564
4876 4526 9463
4286 7091 5036
1582 6799 4019
4611 5300 2620
9941 7196 3064
3675 4532 8877
870 5114 3009
5352 813 2264
9477 1227 6401
8262 6002 5901
8825 2460 2010
8288 8328 683
3324 1492 7481
7343 6102 4363
1545 7625 1560
4609 1301 6091
3486 2170 1205
8076 9104 3599
1923 8581 4825
8323 6843 2409
5807 7250 4869
9398 5538 4779
81 445 6270
9143 9369 3955
3506 914 1580
6647 7104 4462
2739 590 8214
5525 249 7318
9124 2171 7481
5531 2076 5906
7940 9464 4738
4391 445 276
752 2107 2302
8603 1250 1671
2558 6338 2585
4138 2985 1271
8599 7305 1861
6813 2831 3691
5713 3537 7443
4776 650 1101
2264 8589 2148
7001 4562 2592
8859 5313 4699
1161 3917 7530
4414 8056 5450
8580 2194 18
9850 2376 7322
3293 9188 1735
6983 6484 6853
6008 2842 7503
7109 5106 7674
839 2107 3819
3430 2548 9131
9710 3709 4630
8823 9704 2687
4273 8284 6462
4290 8134 8837
3195 1428 9608
6511 9992 6092
3365 7583 8933
2450 4692 5621
1706 7112 9310
5524 542 1858
6238 1835 7148
868 658 6852
5136 6512 6718
1599 2385 6435
436 7161 9444
44 3672 9436
7717 8618 7019
8233 1068 3293
3854 2774 405
4746 9879 2529
8186 6117 5945
6916 6985 8184
5351 3703 6278
2069 6883 8662
8503 7319 7405
7947 8944 1078
8966 8244 9695
7567 6477 2346
2443 1913 6701
4429 8241 6580
6957 6427 2698
4484 3343 1265
4250 8693 4967
529 2345 1851
773 848 752
8178 378 1278
9255 9343 9521
533 8492 5998
2878 935 9493
9578 5364 7734
7741 3903 4161
439 8387 9085
1703 2637 9361
8251 3165 1706
102 3938 2553
2435 3698 4512
3713 2953 3855
3234 3485 2348
815 7945 3282
308 9105 228
9623 6846 4131
5366 7284 2518
4451 569 6736
3812 8820 9901
5517 504 5421
9652 4521 9118
4164 8233 3653
9601 3049 8719
3531 3863 8246
8394 5752 7352
8622 5375 5780
2753 741 3065
5270 5192 5215
2006 586 5617
3489 6103 6121
492 7337 2224
1192 1501 457
6426 2684 3505
5146 6214 8950
3392 4609 4702
2326 3231 78
8106 5983 818
2753 2835 7591
7967 6422 9759
3585 1494 7444
1288 1985 4781
3511 4759 7863
5549 1185 548
9053 6330 8343
9585 1305 2952
4288 5212 7764
4365 3318 5329
6764 6070 9745
5938 5620 6168
5697 787 7661
3141 2074 1228
9503 7166 5986
7366 2715 7171
9495 3350 5083
7839 2936 7969
791 7223 3182
138 3170 8081
5466 1516 5734
5212 9035 2936
2962 6314 3722
623 1037 7377
3432 540 4543
9418 9488 8839
8171 8983 3771
4836 6822 6706
4388 9195 5511
7569 9332 263
7232 4798 3361
2966 1592 3978
7483 4553 1875
1205 6757 2911
8581 190 5033
4706 1190 4521
5127 943 5086
8898 5778 1909
7186 166 1104
4280 9316 436
4542 8131 6815
9484 2679 8407
3463 163 4542
6919 1367 2882
9829 1531 3071
6444 7818 5842
965 2946 8366
7633 1844 4144
9541 612 5892
2227 4891 6790
4244 1016 4921
1059 500 7600
1048 5544 7762
7172 2463 711
54 3875 2241
4706 319 60
548 2866 4587
496 499 8012
4639 1622 8623
2113 3848 3515
8903 8091 4530
5406 732 6611
3006 3362 3738
2350 534 6200
3061 587 1657
6883 6874 1976
8524 9003 6423
3111 9498 6921
2705 4137 8542
1329 7832 3972
6425 8317 3645
2537 3723 4376
730 8311 7737
4467 661 8270
668 5303 439
3906 2187 7312
5881 2293 6315
2304 5404 5813
807 8108 1533
931 1019 947
4902 9025 9263
8546 1562 4568
4505 2292 2879
2242 8340 5122
2095 590 2007
4115 4496 4193
1428 377 6486
9324 4263 3472
5138 6651 3162
8252 7582 4181
9198 4066 4788
8461 4195 6350
3029 8699 224
7490 2523 8563
2612 6199 9153
6200 315 3649
394 1742 5607
8461 1066 1452
3515 7785 8103
6676 7619 7267
2439 6817 2915
7227 6860 7109
5159 1472 7390
6964 8961 1496
5527 3155 7694
6262 9354 8008
1493 1330 9749
8682 1373 2398
134 4887 1765
9818 3146 9384
8667 7166 7783
1583 5975 4644
274 2716 6115
7664 9679 6658
9159 6789 9812
6853 3051 749
4862 6126 3661
6193 4808 5033
173 6523 1503
3520 6342 6230
2904 6591 4978
687 8173 2536
6912 8447 5251
3027 7693 4931
1267 6852 3302
2661 5287 7934
3410 1731 4060
7070 9506 8867
3685 1261 6973
6769 4780 4897
2999 7683 1488
7977 9952 9661
2095 6864 9690
7345 1474 7383
3858 2740 5817
7159 6983 1104
5094 393 4417
9153 9044 3923
9603 4311 5183
6576 1081 9963
1473 5661 9228
4542 5220 763
4203 7314 9209
3893 4660 683
1276 100 5004
7092 7259 1987
9778 3935 3961
4195 4670 4587
9699 5855 481
6464 2431 3143
8009 5485 8803
8820 28 4024
9582 5812 2920
8791 1288 9161
1056 4145 9261
6060 1238 8102
9628 2598 2037
5172 8374 6706
1341 9655 2562
1821 6119 6574
4963 5711 3642
5349 4531 5251
955 4113 2645
3874 4487 3932
3036 5542 8077
3879 3184 897
1981 2813 3494
5599 9566 3450
3887 907 3105
6448 4310 806
4605 855 6516
9828 6203 2629
6661 7157 8324
9305 2614 2811
3238 5649 8352
1315 1110 1537
2211 3090 5931
7286 8688 5497
736 2575 7985
5422 606 2295
6227 6792 4732
4326 6620 2517
8536 3281 9674
6860 4168 3870
9670 7405 1101
8023 302 2210
1142 4094 5299
7072 1380 5569
4151 3697 8143
2136 701 331
6013 8510 7122
2327 4418 5324
4843 2954 187
4517 9814 4355
9968 9484 1760
1069 9089 2062
3278 231 7737
8576 8884 9117
5727 3035 4396
3871 6753 6679
4201 4348 5189
2906 6674 9606
8229 1517 2560
8416 7616 3956
4353 7584 3441
6112 8653 4112
9755 1931 5925
7493 2090 4809
8192 7816 9426
4170 3269 7761
849 9052 2109
7619 1958 8782
7225 1769 299
1368 185 7914
5323 4537 5499
346 2232 4152
6040 3569 7664
1965 2644 9753
8355 2418 9152
7781 6588 2421
7124 9018 1473
9232 6638 5012
8014 5445 6781
8313 6812 8547
7809 3718 4667
3308 4063 8480
9041 1685 2049
8288 3649 4693
9623 2005 7110
8775 1368 5280
2779 8492 4299
5833 9306 937
846 7321 6381
9208 7216 4776
7755 6607 8493
2422 1498 4138
902 539 5823
4533 8826 1054
808 33 4640
9499 8807 7590
4780 3168 7664
661 9001 6970
3179 1429 5873
1142 637 3089
5917 8391 9696
5992 2396 1194
1713 4879 3314
9117 9411 3723
171 1801 3755
6393 1301 4144
3983 7662 7312
1647 8322 6313
199 3083 7741
6072 4224 9959
9160 1724 9932
439 7715 2328
3214 1010 7207
6528 127 8200
1833 1880 2
5587 8272 2884
9730 3837 546
7042 7065 450
4937 7263 3532
4260 3335 7755
4219 4078 9478
4152 6098 8776
6479 9312 9785
5268 7422 1495
5051 9254 3374
6634 4841 3228
9517 6153 7064
1645 4778 5711
3676 9714 2974
7207 3975 7891
6544 8193 1969
6023 2345 8066
6381 407 7378
6166 7256 6382
7660 3889 5636
2616 523 2059
5843 1622 8212
4489 4848 2990
1782 8523 4286
4756 5730 8260
2647 2275 8036
6197 9879 1963
4263 6260 2369
3224 4008 1208
9605 1669 5096
6824 5866 5619
8882 3292 8822
7094 9362 3671
1666 1145 2194
5952 7482 9506
5794 129 3363
3830 7907 3242
5793 3752 1084
9743 6975 5091
951 8163 8341
6047 4987 4208
3248 3869 9081
2070 2546 8443
5740 5793 9587
9516 1745 7069
9022 9121 8779
2385 2951 8268
7208 8743 2021
8291 8487 578
3382 1020 8740
3306 7066 5309
7513 314 761
8176 3966 4888
6619 9705 681
7789 804 4008
6440 1408 3129
6802 3792 6079
5070 2582 6405
7090 873 6474
7668 5837 7493
7990 9142 6142
3300 8237 8037
4060 6413 2003
8947 4614 1709
1210 2403 4094
5217 8843 5502
9927 5645 876
7589 2297 3458
3994 9387 5912
2050 7055 3331
1125 5045 4055
8848 9926 3874
6886 5568 287
8888 6097 6483
2179 7307 8885
6273 4106 9310
1775 4034 6537
4232 1623 8834
9271 7198 9803
5184 830 8440
97 3536 5067
4152 2385 4994
8025 9270 562
9894 8158 8241
6377 1920 5548
5262 8192 1236
6155 1549 5269
4274 5780 6891
3108 5052 5671
4493 1818 6500
2933 1914 37
8000 6065 2421
4576 5673 3273
6719 5567 3013
4960 1944 4932
2090 8787 3124
3326 6524 6254
8594 799 2035
7068 5488 8668
2739 9981 2068
822 2914 5563
858 914 3211
4860 5489 8883
8132 2209 4450
1145 8750 7975
6077 841 8344
783 4166 4869
7037 4342 5667
654 1410 1155
904 5731 2718
4553 6552 5632
116 7409 8127
3326 2269 3617
3791 1983 7407
9822 3127 6157
9379 786 8579
7724 3151 2745
2593 188 7087
9841 2423 8496
2578 3326 4227
5296 7878 2361
928 9575 9769
637 4484 3620
5835 8274 5602
3242 9679 312
982 9058 2679
9560 6782 5829
3888 957 6016
975 2380 21
1053 4958 3346
6862 1836 2806
9222 4345 2382
575 4981 8447
4194 817 6721
1379 5640 6400
3272 6621 7041
5950 7764 3823
1780 3234 6362
9377 5790 8741
9398 6842 3699
4326 5286 5534
7132 6091 9878
1096 6665 6442
9542 2441 7258
7845 5401 2898
5828 8672 1102
2869 6205 448
6691 7984 3681
3053 8943 9470
3377 8341 7894
7075 4250 4763
4192 1382 854
5652 4059 9100
2094 5183 3123
934 3028 8524
3832 8855 8778
6515 3306 4983
6962 1580 2967
2225 4632 3493
3277 8008 3416
1171 6666 7665
5933 2440 9046
8368 8091 4687
7468 1768 9869
592 2701 4480
698 8114 4917
9475 6211 8223
4459 4755 9802
9007 6979 6016
2500 1838 5607
5916 3009 2273
3581 524 4712
4210 8892 4385
479 6360 7734
349 8533 436
4828 9230 132
9744 8706 6343
9549 4747 1098
9351 3754 9659
5368 7836 1497
975 3752 6087
4829 8914 6611
1123 4706 7085
5507 5185 3445
3242 7115 3561
5259 3525 2791
6972 4851 3079
4897 4401 7825
7577 3752 1580
7236 702 998
315 1676 6331
7984 6504 6827
6177 7626 1534
3262 4716 8300
8288 9539 5415
1849 6380 8939
6222 3352 3790
9300 8249 9772
7126 5826 5107
288 4644 5808
2867 6540 9066
9197 4524 5570
6024 701 4779
7557 3962 1077
7439 3833 616
2854 5681 6995
3375 1903 1929
8747 2786 1760
8519 9911 7585
3626 1781 3811
1017 4647 1934
83 5426 6457
5652 1450 8740
2013 590 4284
4671 8028 8116
6868 2465 5380
5445 5839 7282
7374 6168 68
9133 4688 1561
8301 9895 4923
3694 912 1152
5627 994 6577
3667 8228 8027
3989 1823 199
8272 8076 8226
7971 4944 691
3351 390 8112
2215 7763 4280
2283 8478 550
5425 8361 2028
1931 2056 4521
3082 9264 7097
1242 4513 5325
851 8501 8729
1049 6774 6805
9274 4745 1750
1548 9677 3721
9659 1892 3066
5521 5756 1544
6071 1182 1488
8098 4694 3543
4201 9357 4389
1298 599 8902
8204 1449 7403
6934 4079 5759
5321 4936 2086
8652 6483 1763
2373 7724 3655
5438 4827 9410
8564 898 2174
52 578 8449
5176 4779 7807
9564 6076 8405
49 4281 1437
7452 2797 7097
3211 9699 2033
6879 8352 98
8641 2307 9403
3878 7745 4231
4871 7891 5128
8626 7942 7288
7076 3118 3649
4883 4264 1307
4870 4313 5587
7888 3347 9965
4986 8139 9665
8600 5018 8017
8698 5242 1906
8101 9119 9650
2332 5572 7541
9042 4199 7065
7912 2857 1765
1561 9321 6029
2867 5773 342
37 3662 3688
2 230 1827
1249 8829 8427
9265 7527 3669
1172 7211 4370
2404 1125 9942
1528 1749 5723
175 9660 8579
1940 2803 7900
7968 7252 3673
9891 7288 8916
5161 8871 9145
8569 121 7975
6996 968 7084
665 3721 4295
5035 7707 5420
6559 9234 7168
2282 9408 8411
861 2930 1214
343 2480 8465
5597 2371 7335
4514 9113 6207
5241 7683 7909
4798 6261 8876
1883 8508 2598
7759 5125 305
4761 1684 1121
1930 3965 2111
1923 6407 5041
4718 6749 9102
3184 3928 1474
2101 24 2169
8307 5265 1434
6216 1645 7695
6675 3527 6203
855 2869 1328
1159 7629 4593
3861 1141 8557
7553 3063 6546
4176 7781 4877
3279 2547 8804
4752 4647 411
8502 4537 5675
9936 2335 8901
7631 9009 2429
5416 9863 6879
8325 2604 4508
2918 8046 5649
3057 5600 294
9602 9775 8074
4479 3054 2203
4865 9387 6850
5275 7890 1387
2532 7826 3721
1434 7039 4313
5444 2455 4176
2323 780 8362
8412 5279 6408
4061 8335 2008
4355 9519 3366
4011 5580 6419
6214 445 5807
4646 7302 5279
6032 9833 3105
1335 2849 144
5647 9874 4180
1406 3779 4959
9767 2192 238
7757 7834 155
9765 3771 9673
4713 7782 5253
1132 5578 7279
8520 224 4581
3799 7837 5997
8485 754 428
8628 6401 303
4390 7806 4081
9348 9155 7854
1168 6912 5689
2904 8259 9459
2577 2972 7241
9411 5686 4401
6691 4206 6206
2854 9587 4043
8850 8072 4797
9278 8283 2780
1163 2673 2168
6825 3604 1323
4680 6353 9816
369 9257 8076
9827 3416 1048
8651 4410 6733
4634 1101 2522
841 5536 2109
6465 5969 181
2844 6829 8463
5623 7991 2719
7790 4816 6322
695 1078 2675
512 1446 3514
170 2856 6930
2799 1507 1340
9532 7722 4022
3636 8562 1140
5744 5028 7108
7506 7871 3937
7552 5077 1928
271 4449 8326
6592 5144 9403
849 7237 2432
4363 7406 5287
1293 205 8375
4214 1319 6097
9817 6536 6242
957 2280 1270
8065 1369 723
3584 8920 7381
7094 9190 1831
5420 7364 8556
6405 8212 7375
8836 2575 6363
5705 5449 6567
4080 1245 9468
178 2644 6004
8001 3601 9866
853 3248 1235
3157 6831 155
539 3925 927
3951 927 9872
4089 7332 8084
1464 7750 2242
7826 3456 9272
5975 9117 518
7025 9294 4743
3030 8877 8343
2896 9729 3173
5712 2887 5
7448 3425 5511
9956 8957 8020
9828 3046 6934
7912 6091 4684
1736 5499 9721
1009 1474 8839
3108 8499 9715
7850 3111 8593
7776 7588 8322
949 3300 1209
2535 2330 6215
9628 2286 5172
7648 2114 9799
4582 1608 5890
9265 3344 2971
570 5934 4445
9408 624 4526
9123 56 7636
7716 9413 5224
7621 363 106
412 4479 2435
6627 4107 4720
3381 1755 8415
4763 7918 23
2235 7184 4948
5206 9335 2464
1233 8743 3087
5758 9448 4725
4976 8747 4138
1782 6368 6082
1887 6779 562
5903 4988 6250
2205 9951 8005
620 4714 5923
642 8530 4689
7172 3736 5606
9635 6550 4349
4305 2308 3798
9029 8865 2545
4749 647 495
832 4115 8855
2975 18 5426
9224 2222 5377
8811 4423 1673
4735 5065 203
1006 2237 5521
6612 3454 2071
2543 7758 5961
7922 6787 4826
2049 1537 7055
2543 3950 1170
2981 6924 2770
8406 6148 6573
3783 4960 997
7037 1277 7643
8821 3864 1462
4342 476 4915
7995 4601 2674
3956 2523 1043
364 4572 2579
9000 8696 6528
1753 3259 3452
6104 1665 1183
2677 7029 6142
5255 4066 7418
4480 2888 1282
5941 8811 3340
2439 6806 9522
5112 2344 2045
6154 4290 8198
316 3290 8477
8425 6624 1736
3460 2728 3401
4642 6987 430
2366 2242 6078
1366 8304 548
4229 4245 9358
7568 6683 7747
8672 3377 91
718 1114 5962
498 3011 9252
8974 1436 7458
711 6477 187
5693 2701 7173
7704 5066 997
5364 8013 9300
5911 2243 3546
5270 1393 1811
3017 66 6770
4689 783 9465
652 2862 2476
1486 1837 5493
8943 4129 1971
9129 1404 6253
7884 9107 2902
8881 4472 915
8181 383 3157
3309 7234 4550
6702 251 4615
5054 6522 6979
4519 7173 9840
6994 241 3259
4069 9183 7387
7621 9895 373
3875 7779 9480
6776 8242 5534
7690 8006 7498
848 2897 6315
6979 9598 6565
1594 6234 4669
155 753 1842
1577 9328 2082
4836 3398 2848
3805 1019 2743
4178 4893 2104
5240 3251 1929
2356 2524 9934
9853 4953 2831
6168 1932 4012
4316 5107 246
567 5261 999
2409 6837 327
6072 3255 3724
502 7060 6325
4826 2820 2800
6930 8059 6051
8858 1997 8574
375 1850 3527
3205 9600 7040
7216 5498 2147
7462 6064 8989
43 55 7408
1951 7709 664
5675 8210 9305
3582 3037 2125
6381 1549 1766
2432 1989 3762
2588 2363 7193
7696 5567 8375
4736 4366 5455
8464 3410 3102
7453 3452 4738
6444 5402 2447
8689 2659 2240
7994 6240 5276
1701 2622 6824
5048 6635 8812
8809 806 1175
7584 8501 8323
7542 4820 2689
2997 4866 7680
7680 3902 1132
2419 346 8116
4865 9034 775
7104 8610 8597
3962 1893 2801
2368 6940 1018
1180 7331 1823
3936 6497 1907
3842 4039 8308
8112 8618 3174
5793 6298 7075
6924 8716 9002
6622 5164 9618
8979 3850 9810
7576 7812 1703
377 1762 225
2976 4524 9137
4799 8459 5635
8287 3883 1256
6595 1996 9873
1351 7788 7754
9 6294 8052
9010 2917 3216
8629 1896 8648
8439 1054 8042
1725 3012 9803
3531 5987 4327
2669 2368 4369
8303 655 8251
1141 8831 1829
1015 183 9616
351 191 7493
8402 783 1992
3201 994 5469
1849 1016 6522
1473 2740 1116
1276 6270 7102
7185 521 1053
1554 8823 1707
1387 1547 2121
3216 4143 2303
4414 4493 4075
3489 2895 4857
5480 6095 7433
949 9525 8448
9052 998 1188
168 3856 9039
7270 1041 9560
8322 4176 9965
1611 5562 1512
3731 360 7236
7615 6356 1729
3272 9844 4624
9711 5325 2301
7144 7855 3409
5592 6908 5988
8361 7075 9843
8982 5927 884
125 5831 6641
1673 7442 3786
3184 2755 4145
421 1953 501
3731 6806 1928
9936 6517 8834
3820 5243 6689
7228 2417 3597
3216 778 673
4642 1343 6599
7107 1467 2431
3749 3139 1455
7534 7905 5791
3261 9907 9325
5344 5220 6132
7271 5157 4231
6105 8976 9474
2794 7786 1891
7973 1002 4251
8645 5643 7175
6826 2751 224
839 8081 3363
3875 5615 2850
9666 8875 4339
574 4219 9558
6705 3072 6297
2519 9176 6855
3575 3553 4641
5465 1526 7225
1298 1753 2868
8472 8578 7200
279 1000 5281
5223 4874 2478
8072 6122 2936
3993 6696 8736
5133 4983 1809
3013 7501 2567
9867 1076 7701
4509 8123 809
1734 1003 2561
6183 1058 2722
4966 1336 3721
1829 6558 8594
4307 6212 6299
8824 1787 2995
7560 8501 7977
9368 1514 7061
3518 1382 9718
1219 7472 9423
2028 9205 2009
6170 6970 3066
8891 3518 5983
4194 5347 4123
4371 1236 335
670 60 3703
3664 7619 2204
3223 8570 3718
1866 2088 6681
1585 3306 4153
2590 6915 4940
4598 3086 1910
9245 3559 5428
6810 7753 2357
933 2124 3592
2849 4375 3651
6551 8038 2852
338 2843 1422
4055 4709 3509
736 7875 8397
6470 2047 5312
1410 6645 9979
4901 7472 3539
329 4283 2874
4267 6797 4997
9440 9646 9371
4673 7779 8991
7525 8116 3416
8946 3753 9706
4038 4488 7581
2435 958 9628
9328 3949 7855
891 8850 6909
4429 761 1192
7302 5028 9571
3881 4468 9217
4834 9141 6996
5407 6666 6695
8822 7194 448
8529 2814 6518
7692 6830 7475
8902 6159 1425
8339 8631 1857
5249 4642 2617
8022 3526 7644
7593 7406 3695
8392 3822 2836
6971 9228 1084
3666 9632 9859
4113 9743 2674
631 9018 1086
9688 7920 8826
2695 7842 7457
4551 4673 2099
7167 2695 5624
6394 1871 4612
89 1845 8433
4506 8815 9243
7171 2481 459
8612 8176 202
2868 389 802
3954 77 8722
2780 4353 8146
238 486 2819
2336 9235 7095
9542 5629 8965
4154 7299 2393
4170 3387 1208
3413 2140 5271
5453 752 5029
7237 5202 5417
8038 9155 7076
8342 3517 3011
6488 3754 3497
9306 7672 2732
7984 7214 9942
6949 2950 7241
924 7119 2210
2132 2115 4349
8984 7567 6682
4013 6386 1884
1012 4425 2621
9669 2767 6138
2681 838 1474
6177 1726 9145
491 9709 7941
433 8241 2474
9255 9164 9592
1465 2878 3289
7395 1862 857
4077 7456 7242
7543 8468 3249
1746 9719 7598
7883 2400 18
9357 159 1743
85 649 3035
9608 2663 2858
2082 1918 2022
1674 3382 6482
6545 2359 9925
8983 8018 7382
7807 5561 7432
1057 7306 7151
237 6772 1134
254 7711 1292
1996 7795 3523
6612 7403 6185
9469 9484 8103
3074 2741 3067
9555 9285 5426
9480 9850 3444
8444 7657 587
7458 8713 9474
6192 8949 6246
8907 9202 3957
199 2781 1753
3721 9392 738
9906 445 1805
9591 3518 6127
2658 4655 6994
9665 5717 6844
4691 4162 4501
5277 3202 4797
4752 976 3746
2580 9882 4531
6537 1664 8893
9871 6966 9867
2191 8454 312
3995 8045 5411
122 2286 66
8697 1951 5783
5541 6642 1527
43 3501 4728
4839 8252 7286
167 833 7168
4697 8951 414
5172 405 7380
5040 2595 5834
6933 8172 5462
2345 9875 7747
2410 8573 1280
8192 4114 7921
9718 4156 3005
6029 577 1257
3315 744 3671
2065 7022 4204
2479 3777 4608
9858 8816 8785
7274 7331 6957
2736 9675 6832
483 2086 5405
3345 1860 9519
1266 3161 5257
4270 9189 7416
7109 2504 9741
2362 6150 8345
6566 8628 2122
2756 69 2520
1541 7343 1434
80 79 1109
6912 2144 4776
3899 5488 8218
5000 8335 1379
1840 4188 568
838 2879 4653
579 6822 803
506 4970 9431
4210 7726 9499
6729 849 8424
8162 2511 86
854 1005 2229
7211 4903 9298
5429 1486 9215
6807 3325 4985
7374 4162 7863
2027 6322 4686
2830 6827 9655
3843 1037 8963
4924 9348 1395
3349 9092 3905
3434 1528 4909
7244 8739 1394
6542 4168 2879
7339 976 7785
2325 8349 3529
1770 1959 9850
8037 6370 8260
9275 213 9296
8238 6718 227
1215 67 902
6701 3500 2429
1610 2326 1168
4586 450 5336
7464 7789 6311
6832 1696 6242
361 3465 9782
212 1503 6152
54 778 7946
932 598 4665
1159 1813 4731
2060 8513 9813
6070 1706 2139
7238 6291 2589
2574 5337 1960
467 2169 3655
8290 4112 7119
8073 5905 204
4225 5958 981
3754 6889 3161
8418 9629 4973
4731 3271 5068
6126 9341 6773
9847 8161 4646
4018 735 1566
5977 2783 3734
9631 1073 7845
8332 728 5332
8536 4953 1290
1099 289 9761
4259 8706 9390
814 5019 2662
5882 1146 3585
4237 993 1746
466 5010 4062
2031 987 8426
7346 2200 9498
6774 2114 227
2106 2232 6761
3396 4913 7049
3157 754 7337
4129 1568 2356
8372 9031 3501
1957 4850 6075
5284 5315 1085
928 8927 3653
9353 6274 7434
435 4630 1131
2243 6735 3362
9003 1713 9856
7634 4869 611
6553 581 3760
8908 8952 2791
3992 2492 9222
67 9357 6120
2734 286 5047
6386 9638 2903
5403 73 7532
6533 3897 4268
1477 2900 5980
1334 2116 2432
1944 8668 4594
7285 9159 3546
76 3151 7619
9297 4799 6977
6999 7532 8844
2047 3919 8482
4949 904 138
4064 7436 4034
8331 495 8516
5893 1828 2214
9906 5353 883
4500 2638 42
9628 4295 4774
8829 5175 9572
5806 2174 7105
4650 5802 2606
4715 752 3509
6434 4815 2527
2050 4728 3021
566 2203 6431
2780 2110 1784
5244 8191 6004
6867 9401 299
1641 8231 7055
1213 5619 9229
8317 1852 5031
923 6566 7364
6013 4582 3761
8539 6631 71
3143 7197 2274
9573 1559 5965
1357 8384 5738
8942 5251 5140
824 6891 4953
7878 8103 572
8689 8003 2423
5303 508 571
2667 6521 5152
8010 6642 1784
8080 1367 563
1936 940 3703
9482 3879 2087
5221 2821 7337
1943 3644 4228
6895 3105 3913
7466 1794 1916
1472 7096 4006
2042 1346 2109
7194 938 333
560 9017 1700
1122 2536 2639
4824 2018 8099
6910 7238 2503
4247 9180 7728
57 7657 833
5551 5124 2627
9049 6595 1305
3055 219 4232
5163 7412 5169
5495 7971 5769
8776 675 8304
2998 7080 1904
1097 3990 725
3599 9818 1487
1328 1457 9144
3742 7008 5850
7950 6057 2445
9255 694 2663
3487 5856 1658
239 2933 1211
6007 1710 3468
5893 4707 548
7796 7385 6120
8520 2567 7520
1590 3894 8977
734 9217 7567
6583 7168 5206
610 6423 5899
4854 1492 3337
8093 1730 6269
9304 9318 9560
2772 5211 5849
4901 3008 3235
1021 3110 5801
8541 6281 1277
9100 7014 494
6667 5179 7661
1873 7370 5666
9353 3807 8740
2690 1900 2052
8958 2786 1371
8519 7139 6581
4368 2041 9588
9184 3061 4281
6567 3184 562
7843 2284 9158
9919 533 5919
9162 3987 4872
6411 3340 261
5151 6029 2160
7202 4988 6528
8572 5089 3667
5154 1039 7289
6324 224 1933
2187 6790 5116
4331 6216 8982
3489 6135 9514
990 5297 3502
7443 1708 6841
7703 8440 2871
1446 5643 9440
7973 5797 4529
1640 951 5567
8929 8857 7372
862 1044 5745
7559 5374 1961
6541 445 9677
6056 3017 4974
1140 460 8264
7980 8163 8286
2433 9608 3929
1873 7581 9726
7983 803 2259
5133 1314 1116
2505 2175 2160
9831 1317 9115
1792 7857 9560
1469 5495 2577
8025 6634 4618
7871 6197 2781
6157 212 3971
87 3667 3134
1395 1650 3937
3653 6782 5250
6351 870 9007
93 701 324
9207 4075 9762
350 5543 5258
4508 5150 3474
9126 3021 1253
3489 9178 1465
7460 847 5131
2176 2241 8362
7694 7475 6727
4527 3826 9178
3534 3918 9878
5439 4708 5535
5201 5057 2661
2041 9565 7810
7097 274 832
8349 3762 1592
9813 2804 2438
6526 4980 6260
6471 2674 5317
3198 7200 726
2376 2316 6225
3836 9336 933
954 6120 7572
3614 8160 7137
1424 5257 7410
3837 5189 2754
5428 6584 5558
9447 4693 538
7289 1164 4793
2607 5943 3576
4914 9900 5891
1139 5318 6810
3654 6271 2930
1226 9884 2672
9944 1309 9511
8936 6727 4700
1690 2156 1284
7247 3185 5976
9366 475 8721
5742 4663 4664
9317 9576 4564
6790 2297 1465
3600 5950 7735
8111 7175 7620
784 7119 511
1877 6055 7237
8158 7745 975
1024 6574 4160
8582 7523 6216
7303 3265 879
3550 2582 2037
9695 9371 4333
1160 4554 1866
8895 2665 9040
8097 5030 7742
8607 8488 3797
7426 6646 3124
8401 7670 1281
4143 7834 8803
359 5137 2068
2819 8686 6231
6437 8382 7184
770 9541 1738
2635 19 5985
3258 8115 2597
1000 6722 1086
6378 5731 9313
1085 4132 8565
2365 9856 6399
2750 1797 3119
6399 4615 1805
2630 1052 1769
9813 3403 2893
3134 7620 2911
701 878 2609
3297 3459 9330
5964 9836 6643
6860 921 2357
5425 4867 2213
3407 7616 4009
6525 4015 206
8329 8226 1257
1681 9622 6242
4573 2756 3862
9065 5038 6321
1674 9916 9779
2587 5881 9615
9229 2741 2119
1587 9747 8567
5381 3154 6184
9390 9678 1781
9595 9590 8
2435 1271 1212
8676 7425 5549
4120 8072 587
441 1329 503
220 3915 7965
1417 4726 2288
3535 7894 2036
3685 3276 6771
9868 4248 8032
3231 5425 7622
4820 7859 475
6031 8117 9481
1580 2237 7553
2166 2677 8881
4251 2896 4378
2216 5895 687
6086 1012 8580
9703 4696 3438
6474 4564 7685
4506 9377 3111
3710 4197 2552
4184 229 670
5247 1808 2906
2801 5556 7165
3264 1389 1643
9224 3604 7537
9910 1272 8549
73 975 3245
3511 7449 9391
1196 3537 351
5888 8829 4547
8440 4595 6357
9109 9842 9747
3597 4225 5303
2344 9070 6691
3987 8294 1877
1524 9786 3149
1655 9859 4123
6482 4952 3154
5873 7729 8273
6223 3618 7102
2352 2058 1697
8709 2749 3121
8456 7927 7345
5341 272 6416
3614 4258 6292
7072 7363 6079
221 601 7520
5926 7082 2472
662 4537 201
8934 2342 5400
7618 4693 9039
898 3402 3370
4018 3440 1298
1364 8780 3151
7779 2394 8990
4071 9466 7935
1732 1269 8535
9251 8776 5617
3305 9438 154
5088 9954 2495
2070 9155 8770
1110 53 2172
6061 5652 7194
7358 7015 5974
2091 6376 9950
1081 2030 999
599 3761 2267
9133 4595 2626
6333 9481 3646
6486 6151 3600
564 8221 4337
